,Binomial,Order,Family,Mass.g,Mass.Method,Mass.Source,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,AL,Source,HYP.x,LOP.x,Fully.coded,Genus,Species,Synonym,massg,HYP.y,LOP.y,FCT_HOD,FCT_AL,FCT_OL,FCT_SF,FCT_OT,FCT_CM,OO,ETH,LOPT,BUN
382,Prolemur_simus,Primates,Lemuridae,2350,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Prolemur,simus,NA,2350,1,0,1,0,0,0,0,0,0,0,2,1
383,Propithecus_candidus,Primates,Indriidae,5750,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,candidus,NA,5750,1,1,1,1,0,0,0,0,0,0,0,0
384,Propithecus_coquereli,Primates,Indriidae,3900,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,coquereli,NA,3900,1,1,1,1,0,0,0,0,0,0,0,0
385,Propithecus_coronatus,Primates,Indriidae,3900,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,coronatus,NA,3900,1,1,1,1,0,0,0,0,0,0,0,0
386,Propithecus_deckenii,Primates,Indriidae,4000,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,deckenii,NA,4000,1,1,1,1,0,0,0,0,0,0,0,0
387,Propithecus_diadema,Primates,Indriidae,5250,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,diadema,NA,5250,1,1,1,1,0,0,0,0,0,0,0,0
388,Propithecus_edwardsi,Primates,Indriidae,5750,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,edwardsi,NA,5750,1,1,1,1,0,0,0,0,0,0,0,0
389,Propithecus_perrieri,Primates,Indriidae,4350,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,perrieri,NA,4350,1,1,1,1,0,0,0,0,0,0,0,0
390,Propithecus_tattersalli,Primates,Indriidae,3500,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,tattersalli,NA,3500,1,1,1,1,0,0,0,0,0,0,0,0
391,Propithecus_verreauxi,Primates,Indriidae,3250,Reported,Garbutt N. Mammals of Madagascar a Complete Guide (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Propithecus,verreauxi,NA,3250,1,1,1,1,0,0,0,0,0,0,0,0
392,Pseudois_nayaur,Cetartiodactyla,Bovidae,45000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Pseudois,nayaur,NA,45000,3,2,1,0,1,0,0,0,1,0,0,0
393,Pseudoryx_nghetinhensis,Cetartiodactyla,Bovidae,85000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,2,Y,Pseudoryx,nghetinhensis,NA,85000,3,2,1,0,1,0,0,0,1,0,0,0
394,Pudu_mephistophiles,Cetartiodactyla,Cervidae,9600,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Pudu,mephistophiles,NA,9600,1,2,1,1,1,0,0,0,0,0,0,0
395,Pudu_puda,Cetartiodactyla,Cervidae,9749.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,2,Y,Pudu,puda,NA,9749.9,1,2,1,1,1,0,0,0,0,0,0,0
396,Pygathrix_cinerea,Primates,Cercopithecidae,8310,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Pygathrix,cinerea,NA,8310,1,0,1,0,0,0,0,0,0,0,0,1
397,Pygathrix_nemaeus,Primates,Cercopithecidae,8310,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Pygathrix,nemaeus,NA,8310,1,0,1,0,0,0,0,0,0,0,0,1
398,Pygathrix_nigripes,Primates,Cercopithecidae,8310,Assumed isometric based on head-body length,Francis CM. A Guide to the Mammals of Southeast Asia (2008),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Pygathrix,nigripes,NA,8310,1,0,1,1,0,0,0,0,0,0,0,0
399,Rangifer_tarandus,Cetartiodactyla,Cervidae,86034,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",1,"Galbrun et al., ",1,2,Y,Rangifer,tarandus,NA,86034,1,2,1,0,1,0,0,0,1,0,0,0
400,Raphicerus_campestris,Cetartiodactyla,Bovidae,10500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Raphicerus,campestris,NA,10500,3,2,1,0,1,0,0,0,1,0,0,0
401,Raphicerus_melanotis,Cetartiodactyla,Bovidae,10249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Raphicerus,melanotis,NA,10249.9,3,2,1,0,1,0,0,0,1,0,0,0
402,Raphicerus_sharpei,Cetartiodactyla,Bovidae,9499.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Raphicerus,sharpei,NA,9499.9,3,2,1,0,1,0,0,0,1,0,0,0
403,Redunca_arundinum,Cetartiodactyla,Bovidae,58000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Redunca,arundinum,NA,58000.3,3,2,1,0,1,1,0,1,0,0,0,0
404,Redunca_fulvorufula,Cetartiodactyla,Bovidae,29499.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Redunca,fulvorufula,NA,29499.9,3,2,1,0,1,1,0,1,0,0,0,0
405,Redunca_redunca,Cetartiodactyla,Bovidae,44050.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Redunca,redunca,NA,44050.4,3,2,1,0,1,1,0,1,0,0,0,0
406,Rhinoceros_sondaicus,Perissodactyla,Rhinocerotidae,1750000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,1,Y,Rhinoceros,sondaicus,NA,1750000,1,1,1,1,1,0,0,0,0,0,2,0
407,Rhinoceros_unicornis,Perissodactyla,Rhinocerotidae,1602333,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,Coded here,2,1,Y,Rhinoceros,unicornis,NA,1602333,1,2,1,1,1,0,0,0,0,0,2,0
408,Rhinopithecus_avunculus,Primates,Cercopithecidae,8000,Reported,Journal of Human Evolution 32: 523-559 (2002),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Rhinopithecus,avunculus,NA,8000,1,0,1,1,0,0,0,0,0,0,0,0
409,Rhinopithecus_bieti,Primates,Cercopithecidae,9960,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Rhinopithecus,bieti,NA,9960,1,0,1,1,0,0,0,0,0,0,0,0
410,Rhinopithecus_brelichi,Primates,Cercopithecidae,11500,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",1,0,Y,Rhinopithecus,brelichi,NA,11500,1,0,1,1,0,0,0,0,0,0,0,0
411,Rhinopithecus_roxellana,Primates,Cercopithecidae,12125,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Rhinopithecus,roxellana,NA,12125,1,0,1,1,0,0,0,0,0,0,0,0
412,Rhinopithecus_strykeri,Primates,Cercopithecidae,11250,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",100,0,0,Imputed 000 Species,PHYLACINE 1.2.1,1,"Oksanen et al., 2019",1,0,Y,Rhinopithecus,strykeri,NA,11250,1,0,1,1,0,0,0,0,0,0,0,0
413,Rucervus_duvaucelii,Cetartiodactyla,Cervidae,143000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",2,2,Y,Rucervus,duvaucelii,NA,143000,2,2,1,0,1,1,0,0,0,0,0,0
414,Rucervus_eldii,Cetartiodactyla,Cervidae,73000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",2,2,Y,Rucervus,eldii,NA,73000,2,2,1,0,1,1,0,0,0,0,0,0
415,Rungwecebus_kipunji,Primates,Cercopithecidae,13000,Reported,Science 308: 1161-1164 (2005),90,0,10,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,Imputed,1,0,Y,Rungwecebus,kipunji,NA,13000,1,0,1,0,0,0,0,0,0,0,0,1
416,Rupicapra_pyrenaica,Cetartiodactyla,Bovidae,30000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Rupicapra,pyrenaica,NA,30000,3,2,1,0,1,0,0,0,1,0,0,0
417,Rupicapra_rupicapra,Cetartiodactyla,Bovidae,26100,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Rupicapra,rupicapra,NA,26100,3,2,1,0,1,0,0,0,1,0,0,0
418,Rusa_alfredi,Cetartiodactyla,Cervidae,47500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Rusa,alfredi,NA,47500,2,2,1,0,1,1,0,0,0,0,0,0
419,Rusa_marianna,Cetartiodactyla,Cervidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",2,2,Y,Rusa,marianna,NA,50000,2,2,1,0,1,1,0,0,0,0,0,0
420,Rusa_timorensis,Cetartiodactyla,Cervidae,63000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,2,Y,Rusa,timorensis,NA,63000,1,2,1,0,1,1,0,0,0,0,0,0
421,Rusa_unicolor,Cetartiodactyla,Cervidae,180344.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",2,2,Y,Rusa,unicolor,NA,180344.4,2,2,1,0,1,1,0,0,0,0,0,0
422,Saiga_tatarica,Cetartiodactyla,Bovidae,29000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",0,"Galbrun et al., ",3,2,Y,Saiga,tatarica,NA,29000,3,2,1,0,1,0,0,0,1,0,0,0
423,Sapajus_apella,Primates,Cebidae,2500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sapajus,apella,NA,2500,1,0,1,0,0,0,0,0,0,0,0,1
424,Sapajus_cay,Primates,Cebidae,2725,Reported,IUCN species fact sheet,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,Imputed,1,0,Y,Sapajus,cay,NA,2725,1,0,1,0,0,0,0,0,0,0,0,1
425,Sapajus_flavius,Primates,Cebidae,2550,Reported,IUCN species fact sheet,57,14,29,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,Imputed,1,0,Y,Sapajus,flavius,NA,2550,1,0,1,0,0,0,0,0,0,0,0,1
426,Sapajus_libidinosus,Primates,Cebidae,3200,Reported,Global Ecology and Biogeography 17: 274-283 (2008),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sapajus,libidinosus,NA,3200,1,0,1,0,0,0,0,0,0,0,0,1
427,Sapajus_nigritus,Primates,Cebidae,3200,Reported,Global Ecology and Biogeography 17: 274-283 (2008),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sapajus,nigritus,NA,3200,1,0,1,0,0,0,0,0,0,0,0,1
428,Sapajus_xanthosternos,Primates,Cebidae,3200,Reported,Global Ecology and Biogeography 17: 274-283 (2008),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sapajus,xanthosternos,NA,3200,1,0,1,0,0,0,0,0,0,0,0,1
429,Semnopithecus_ajax,Primates,Cercopithecidae,20150,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,ajax,NA,20150,1,0,1,0,0,0,0,0,0,0,0,1
430,Semnopithecus_dussumieri,Primates,Cercopithecidae,13100,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013) (as S. hypoleucus northern form)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,dussumieri,NA,13100,1,0,1,0,0,0,0,0,0,0,0,1
431,Semnopithecus_entellus,Primates,Cercopithecidae,14500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,entellus,NA,14500,1,0,1,0,0,0,0,0,0,0,0,1
432,Semnopithecus_hector,Primates,Cercopithecidae,17350,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,hector,NA,17350,1,0,1,0,0,0,0,0,0,0,0,1
433,Semnopithecus_hypoleucos,Primates,Cercopithecidae,8950,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013) (as S. hypoleucus southern form)",100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,hypoleucos,NA,8950,1,0,1,0,0,0,0,0,0,0,0,1
434,Semnopithecus_priam,Primates,Cercopithecidae,12450,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,priam,NA,12450,1,0,1,0,0,0,0,0,0,0,0,1
435,Semnopithecus_schistaceus,Primates,Cercopithecidae,17350,Reported,"Mittermeier RA, Rylands AB,  Wilson DE Handbook of the Mammals of the World - Volume 3 (2013)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",1,0,Y,Semnopithecus,schistaceus,NA,17350,1,0,1,0,0,0,0,0,0,0,0,1
436,Simias_concolor,Primates,Cercopithecidae,7980,Reported,Biology Letters 3: 398-400 (2007),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,0,Y,Simias,concolor,NA,7980,1,0,1,1,0,0,0,0,0,0,0,0
437,Sus_ahoenobarbus,Cetartiodactyla,Suidae,56749.7,Assumed isometric based on head-body length,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",80,20,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sus,ahoenobarbus,NA,56749.7,1,0,1,0,0,0,0,0,0,1,0,1
438,Sus_barbatus,Cetartiodactyla,Suidae,70500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sus,barbatus,NA,70500,1,0,1,0,0,0,0,0,0,1,0,1
439,Sus_cebifrons,Cetartiodactyla,Suidae,32500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sus,cebifrons,NA,32500,1,0,1,0,0,0,0,0,0,1,0,1
440,Sus_celebensis,Cetartiodactyla,Suidae,55000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sus,celebensis,NA,55000,1,0,1,0,0,0,0,0,0,1,0,1
441,Sus_oliveri,Cetartiodactyla,Suidae,44801.2,Assumed isometric based on skull size,Zoological Journal of the Linnean Society 120: 163-191 (1997),57,14,29,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Oksanen et al., 2019",1,0,Y,Sus,oliveri,NA,44801.2,1,0,1,0,0,0,0,0,0,1,0,1
442,Sus_philippensis,Cetartiodactyla,Suidae,44253.5,Assumed isometric based on skull size,Zoological Journal of the Linnean Society 120: 163-191 (1997),70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sus,philippensis,NA,44253.5,1,0,1,0,0,0,0,0,0,1,0,1
443,Sus_scrofa,Cetartiodactyla,Suidae,101052.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",94,3,3,Estimated Observed Species,"Ballari, S. A., et al. 2014. A review of wild boar Sus scrofa diet and factors affecting food selection in native and introduced ranges. Mammal Review 44:124–134.",0,"Oksanen et al., 2019",1,0,Y,Sus,scrofa,NA,101052.1,1,0,1,0,0,0,0,0,0,1,0,1
444,Sus_verrucosus,Cetartiodactyla,Suidae,92500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",70,20,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Sus,verrucosus,NA,92500,1,0,1,0,0,0,0,0,0,1,0,1
